material,LCstage,disposition,impactCategory,impactUnits,impactFactor
Wood Waste,Production,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,68.81432666
Wood Waste,Production,Combustion,Blue water consumption,kg,2012.041103
Wood Waste,Production,Combustion,Blue water use,kg,12189.45839
Wood Waste,Production,Combustion,Total freshwater consumption (including rainwater),kg,2070.575406
Wood Waste,Production,Combustion,Total freshwater use,kg,12319.03755
Wood Waste,Production,Combustion,high characterization factor for unspecified water,m3 equiv.,1.58600273
Wood Waste,Production,Combustion,low characterization factor for unspecified water,m3 equiv.,0.227338629
Wood Waste,Production,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,0.694963639
Wood Waste,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,394.668481
Wood Waste,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,358.1466001
Wood Waste,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,461.1603103
Wood Waste,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,424.6384294
Wood Waste,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,-66.49182937
Wood Waste,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,-66.49182937
Wood Waste,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,279.6510112
Wood Waste,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,426.5587688
Wood Waste,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.024990786
Wood Waste,EOL,Landfilling,Acidification,kg SO2 eq.,3.028373323
Wood Waste,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.601142497
Wood Waste,EOL,Landfilling,Eutrophication,kg N eq.,1.583694395
Wood Waste,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,279.6260204
Wood Waste,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,426.5337781
Wood Waste,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.153878115
Wood Waste,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,2.05E-07
Wood Waste,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,2.00E-05
Wood Waste,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,-8.18E-10
Wood Waste,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,62.50044262
Wood Waste,EOL,Landfilling,Smog Air,kg O3 eq.,6.783977384
Wood Waste,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,792.2963895
Wood Waste,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.249391288
Wood Waste,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,9.32E-07
Wood Waste,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,3.11E-08
Wood Waste,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.98E-05
Wood Waste,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,1.86E-08
Wood Waste,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,-9.357550063
Wood Waste,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,-13.55594826
Wood Waste,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,-11.07732646
Wood Waste,EOL,Landfilling,Blue water consumption,kg,-315.3042594
Wood Waste,EOL,Landfilling,Blue water use,kg,-69904.89785
Wood Waste,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-598.7855038
Wood Waste,EOL,Landfilling,Total freshwater use,kg,-68130.13346
Wood Waste,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,-0.13962416
Wood Waste,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,-0.192889142
Wood Waste,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,-0.1745564
Wood Waste,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,40233.99106
Wood Waste,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,37482.19494
Wood Waste,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,10905.02815
Wood Waste,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,10259.56249
Wood Waste,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,29328.96291
Wood Waste,Production,Production,Primary energy from renewable resources (net cal. value),MJ,27222.63245
Wood Waste,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,1661.35229
Wood Waste,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,278.5880298
Wood Waste,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.068003265
Wood Waste,Production,Production,Acidification,kg SO2 eq.,15.62044599
Wood Waste,Production,Production,Ecotoxicity (recommended),CTUe,12698.81685
Wood Waste,Production,Production,Eutrophication,kg N eq.,16.37648074
Wood Waste,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,1661.284286
Wood Waste,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,278.5200265
Wood Waste,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,2.645130126
Wood Waste,Production,Production,"Human toxicity, cancer (recommended)",CTUh,5.90E-05
Wood Waste,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,-3.23E-05
Wood Waste,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,8.90E-05
Wood Waste,Production,Production,"Resources, Fossil fuels",MJ surplus energy,990.3717394
Wood Waste,Production,Production,Smog Air,kg O3 eq.,85.90103898
Wood Waste,Production,Production,Ecotoxicity (recommended and interim),CTUe,4250294.873
Wood Waste,Production,Production,Ecotoxicity (recommended only),CTUe,767.9416787
Wood Waste,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,6.80E-05
Wood Waste,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,9.23E-06
Wood Waste,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,7.32E-05
Wood Waste,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,2.01E-06
Wood Waste,Production,Production,high characterization factor for unspecified water,m3 world equiv.,-5214.952055
Wood Waste,Production,Production,low characterization factor for unspecified water,m3 world equiv.,-141.8724041
Wood Waste,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,-3136.882937
Wood Waste,Production,Production,Blue water consumption,kg,131944.2922
Wood Waste,Production,Production,Blue water use,kg,2464761.29
Wood Waste,Production,Production,Total freshwater consumption (including rainwater),kg,133979.8789
Wood Waste,Production,Production,Total freshwater use,kg,2466797.066
Wood Waste,Production,Production,high characterization factor for unspecified water,m3 equiv.,-73.30403172
Wood Waste,Production,Production,low characterization factor for unspecified water,m3 equiv.,-8.941986655
Wood Waste,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,-31.09411532
Plastic Other,EOL,Combustion,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,2482.589408
Plastic Other,EOL,Combustion,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,2313.947187
Plastic Other,EOL,Combustion,Primary energy from non renewable resources (gross cal. value),MJ,2109.671999
Plastic Other,EOL,Combustion,Primary energy from non renewable resources (net cal. value),MJ,1941.029779
Plastic Other,EOL,Combustion,Primary energy from renewable resources (gross cal. value),MJ,372.9174089
Plastic Other,EOL,Combustion,Primary energy from renewable resources (net cal. value),MJ,372.9174089
Plastic Other,EOL,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,138.5456994
Plastic Other,EOL,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,149.438748
Plastic Other,EOL,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.101220807
Plastic Other,EOL,Combustion,Acidification,kg SO2 eq.,0.381104678
Plastic Other,EOL,Combustion,Ecotoxicity (recommended),CTUe,6.151056699
Plastic Other,EOL,Combustion,Eutrophication,kg N eq.,0.030589723
Plastic Other,EOL,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,138.4444786
Plastic Other,EOL,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,149.3375272
Plastic Other,EOL,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.230944121
Plastic Other,EOL,Combustion,"Human toxicity, cancer (recommended)",CTUh,1.51E-07
Plastic Other,EOL,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,1.40E-05
Plastic Other,EOL,Combustion,Ozone Depletion Air,kg CFC 11 eq.,8.78E-09
Plastic Other,EOL,Combustion,"Resources, Fossil fuels",MJ surplus energy,220.3472392
Plastic Other,EOL,Combustion,Smog Air,kg O3 eq.,8.79524616
Plastic Other,EOL,Combustion,Ecotoxicity (recommended and interim),CTUe,3900.807905
Plastic Other,EOL,Combustion,Ecotoxicity (recommended only),CTUe,0.383277102
Plastic Other,EOL,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,1.45E-05
Plastic Other,EOL,Combustion,"Human toxicity, cancer (recommended only)",CTUh,5.58E-09
Plastic Other,EOL,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.12E-05
Plastic Other,EOL,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.97E-10
Plastic Other,EOL,Combustion,high characterization factor for unspecified water,m3 world equiv.,130.8253678
Plastic Other,EOL,Combustion,low characterization factor for unspecified water,m3 world equiv.,48.05821511
Plastic Other,EOL,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,96.92172879
Plastic Other,EOL,Combustion,Blue water consumption,kg,2872.749987
Plastic Other,EOL,Combustion,Blue water use,kg,281197.0186
Plastic Other,EOL,Combustion,Total freshwater consumption (including rainwater),kg,3183.861069
Plastic Other,EOL,Combustion,Total freshwater use,kg,282089.3899
Plastic Other,EOL,Combustion,high characterization factor for unspecified water,m3 equiv.,1.872514929
Plastic Other,EOL,Combustion,low characterization factor for unspecified water,m3 equiv.,0.822449964
Plastic Other,EOL,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,1.183861324
Plastic Other,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,732.2974495
Plastic Other,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,680.4311394
Plastic Other,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,688.6626402
Plastic Other,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,636.7963302
Plastic Other,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,43.63480929
Plastic Other,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,43.63480929
Plastic Other,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,40.52220872
Plastic Other,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,39.7640939
Plastic Other,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.029445647
Plastic Other,EOL,Landfilling,Acidification,kg SO2 eq.,0.185538123
Plastic Other,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.494179452
Plastic Other,EOL,Landfilling,Eutrophication,kg N eq.,0.009416569
Plastic Other,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,40.49276307
Plastic Other,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,39.73464826
Plastic Other,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.133330895
Plastic Other,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,1.73E-07
Plastic Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,1.97E-05
Plastic Other,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,6.20E-10
Plastic Other,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,79.69702569
Plastic Other,EOL,Landfilling,Smog Air,kg O3 eq.,3.660878546
Plastic Other,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,1034.942389
Plastic Other,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.170312366
Plastic Other,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,2.14E-06
Plastic Other,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,7.25E-10
Plastic Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.97E-05
Plastic Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,5.28E-11
Plastic Other,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,2.778447062
Plastic Other,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,1.113406877
Plastic Other,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,2.096402068
Plastic Other,EOL,Landfilling,Blue water consumption,kg,78.62329956
Plastic Other,EOL,Landfilling,Blue water use,kg,18626.95116
Plastic Other,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-176.3912247
Plastic Other,EOL,Landfilling,Total freshwater use,kg,20430.23678
Plastic Other,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,0.04132702
Plastic Other,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,0.020202693
Plastic Other,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,0.027473264
Plastic Other,EOL,Recycling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-2219.699669
Plastic Other,EOL,Recycling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-2087.587169
Plastic Other,EOL,Recycling,Primary energy from non renewable resources (gross cal. value),MJ,-2154.133244
Plastic Other,EOL,Recycling,Primary energy from non renewable resources (net cal. value),MJ,-2022.42904
Plastic Other,EOL,Recycling,Primary energy from renewable resources (gross cal. value),MJ,-65.56642502
Plastic Other,EOL,Recycling,Primary energy from renewable resources (net cal. value),MJ,-65.15812869
Plastic Other,EOL,Recycling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-155.7534364
Plastic Other,EOL,Recycling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-150.1660428
Plastic Other,EOL,Recycling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.071391719
Plastic Other,EOL,Recycling,Acidification,kg SO2 eq.,-0.844900569
Plastic Other,EOL,Recycling,Ecotoxicity (recommended),CTUe,-73.75666764
Plastic Other,EOL,Recycling,Eutrophication,kg N eq.,-0.07082138
Plastic Other,EOL,Recycling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-155.6820447
Plastic Other,EOL,Recycling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-150.0946511
Plastic Other,EOL,Recycling,Human Health Particulate Air,kg PM2.5 eq.,-4.117517809
Plastic Other,EOL,Recycling,"Human toxicity, cancer (recommended)",CTUh,-2.09E-07
Plastic Other,EOL,Recycling,"Human toxicity, non-canc. (recommended)",CTUh,0.000109384
Plastic Other,EOL,Recycling,Ozone Depletion Air,kg CFC 11 eq.,-9.63E-07
Plastic Other,EOL,Recycling,"Resources, Fossil fuels",MJ surplus energy,-137.0894116
Plastic Other,EOL,Recycling,Smog Air,kg O3 eq.,-11.43873859
Plastic Other,EOL,Recycling,Ecotoxicity (recommended and interim),CTUe,-68836.14432
Plastic Other,EOL,Recycling,Ecotoxicity (recommended only),CTUe,-0.256360913
Plastic Other,EOL,Recycling,"Human toxicity, cancer (recommended and interim)",CTUh,-6.62E-06
Plastic Other,EOL,Recycling,"Human toxicity, cancer (recommended only)",CTUh,-3.85E-10
Plastic Other,EOL,Recycling,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000213804
Plastic Other,EOL,Recycling,"Human toxicity, non-canc. (recommended only)",CTUh,1.04E-09
Plastic Other,EOL,Recycling,high characterization factor for unspecified water,m3 world equiv.,-3.150674315
Plastic Other,EOL,Recycling,low characterization factor for unspecified water,m3 world equiv.,-1.934626356
Plastic Other,EOL,Recycling,OECD+BRIC average for unspecified water,m3 world equiv.,-2.652548549
Plastic Other,EOL,Recycling,Blue water consumption,kg,-694.657359
Plastic Other,EOL,Recycling,Blue water use,kg,-68428.9116
Plastic Other,EOL,Recycling,Total freshwater consumption (including rainwater),kg,-1122.342833
Plastic Other,EOL,Recycling,Total freshwater use,kg,-68724.77996
Plastic Other,EOL,Recycling,high characterization factor for unspecified water,m3 equiv.,-0.048000524
Plastic Other,EOL,Recycling,low characterization factor for unspecified water,m3 equiv.,-0.032572552
Plastic Other,EOL,Recycling,OECD+BRIC average for unspecified water,m3 equiv.,-0.037882552
Plastic Other,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,14716.83976
Plastic Other,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,13716.03497
Plastic Other,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,13003.31989
Plastic Other,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,12114.06742
Plastic Other,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,1713.519875
Plastic Other,Production,Production,Primary energy from renewable resources (net cal. value),MJ,1601.967541
Plastic Other,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,951.1398113
Plastic Other,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,891.2260271
Plastic Other,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0
Plastic Other,Production,Production,Acidification,kg SO2 eq.,7.824348614
Plastic Other,Production,Production,Ecotoxicity (recommended),CTUe,3665.256477
Plastic Other,Production,Production,Eutrophication,kg N eq.,1.758919528
Plastic Other,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,951.1398113
Plastic Other,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,891.2260271
Plastic Other,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,1.375933952
Plastic Other,Production,Production,"Human toxicity, cancer (recommended)",CTUh,3.41E-05
Plastic Other,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,0.000217074
Plastic Other,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,0.000116206
Plastic Other,Production,Production,"Resources, Fossil fuels",MJ surplus energy,1422.528657
Plastic Other,Production,Production,Smog Air,kg O3 eq.,76.14112749
Plastic Other,Production,Production,Ecotoxicity (recommended and interim),CTUe,14139283.07
Plastic Other,Production,Production,Ecotoxicity (recommended only),CTUe,4.537920708
Plastic Other,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,3.47E-05
Plastic Other,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,5.62E-08
Plastic Other,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000169655
Plastic Other,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-08
Plastic Other,Production,Production,high characterization factor for unspecified water,m3 world equiv.,-1199.94693
Plastic Other,Production,Production,low characterization factor for unspecified water,m3 world equiv.,-36.45555917
Plastic Other,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,-723.3497439
Plastic Other,Production,Production,Blue water consumption,kg,6764.870344
Plastic Other,Production,Production,Blue water use,kg,1874632.389
Plastic Other,Production,Production,Total freshwater consumption (including rainwater),kg,6764.870344
Plastic Other,Production,Production,Total freshwater use,kg,1874632.389
Plastic Other,Production,Production,high characterization factor for unspecified water,m3 equiv.,-16.8699295
Plastic Other,Production,Production,low characterization factor for unspecified water,m3 equiv.,-2.108741188
Plastic Other,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,-7.189246981
Misc. nonrecyclables,EOL,Combustion,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,2482.589408
Misc. nonrecyclables,EOL,Combustion,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,2313.947187
Misc. nonrecyclables,EOL,Combustion,Primary energy from non renewable resources (gross cal. value),MJ,2109.671999
Misc. nonrecyclables,EOL,Combustion,Primary energy from non renewable resources (net cal. value),MJ,1941.029779
Misc. nonrecyclables,EOL,Combustion,Primary energy from renewable resources (gross cal. value),MJ,372.9174089
Misc. nonrecyclables,EOL,Combustion,Primary energy from renewable resources (net cal. value),MJ,372.9174089
Misc. nonrecyclables,EOL,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,138.5456994
Misc. nonrecyclables,EOL,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,149.438748
Misc. nonrecyclables,EOL,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.101220807
Misc. nonrecyclables,EOL,Combustion,Acidification,kg SO2 eq.,0.381104678
Misc. nonrecyclables,EOL,Combustion,Ecotoxicity (recommended),CTUe,6.151056699
Misc. nonrecyclables,EOL,Combustion,Eutrophication,kg N eq.,0.030589723
Misc. nonrecyclables,EOL,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,138.4444786
Misc. nonrecyclables,EOL,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,149.3375272
Misc. nonrecyclables,EOL,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.230944121
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, cancer (recommended)",CTUh,1.51E-07
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,1.40E-05
Misc. nonrecyclables,EOL,Combustion,Ozone Depletion Air,kg CFC 11 eq.,8.78E-09
Misc. nonrecyclables,EOL,Combustion,"Resources, Fossil fuels",MJ surplus energy,220.3472392
Misc. nonrecyclables,EOL,Combustion,Smog Air,kg O3 eq.,8.79524616
Misc. nonrecyclables,EOL,Combustion,Ecotoxicity (recommended and interim),CTUe,3900.807905
Misc. nonrecyclables,EOL,Combustion,Ecotoxicity (recommended only),CTUe,0.383277102
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,1.45E-05
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, cancer (recommended only)",CTUh,5.58E-09
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.12E-05
Misc. nonrecyclables,EOL,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.97E-10
Misc. nonrecyclables,EOL,Combustion,high characterization factor for unspecified water,m3 world equiv.,130.8253678
Misc. nonrecyclables,EOL,Combustion,low characterization factor for unspecified water,m3 world equiv.,48.05821511
Misc. nonrecyclables,EOL,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,96.92172879
Misc. nonrecyclables,EOL,Combustion,Blue water consumption,kg,2872.749987
Misc. nonrecyclables,EOL,Combustion,Blue water use,kg,281197.0186
Misc. nonrecyclables,EOL,Combustion,Total freshwater consumption (including rainwater),kg,3183.861069
Misc. nonrecyclables,EOL,Combustion,Total freshwater use,kg,282089.3899
Misc. nonrecyclables,EOL,Combustion,high characterization factor for unspecified water,m3 equiv.,1.872514929
Misc. nonrecyclables,EOL,Combustion,low characterization factor for unspecified water,m3 equiv.,0.822449964
Misc. nonrecyclables,EOL,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,1.183861324
Misc. nonrecyclables,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,732.2974495
Misc. nonrecyclables,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,680.4311394
Misc. nonrecyclables,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,688.6626402
Misc. nonrecyclables,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,636.7963302
Misc. nonrecyclables,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,43.63480929
Misc. nonrecyclables,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,43.63480929
Misc. nonrecyclables,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,40.52220872
Misc. nonrecyclables,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,39.7640939
Misc. nonrecyclables,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.029445647
Misc. nonrecyclables,EOL,Landfilling,Acidification,kg SO2 eq.,0.185538123
Misc. nonrecyclables,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.494179452
Misc. nonrecyclables,EOL,Landfilling,Eutrophication,kg N eq.,0.009416569
Misc. nonrecyclables,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,40.49276307
Misc. nonrecyclables,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,39.73464826
Misc. nonrecyclables,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.133330895
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,1.73E-07
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,1.97E-05
Misc. nonrecyclables,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,6.20E-10
Misc. nonrecyclables,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,79.69702569
Misc. nonrecyclables,EOL,Landfilling,Smog Air,kg O3 eq.,3.660878546
Misc. nonrecyclables,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,1034.942389
Misc. nonrecyclables,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.170312366
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,2.14E-06
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,7.25E-10
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.97E-05
Misc. nonrecyclables,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,5.28E-11
Misc. nonrecyclables,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,2.778447062
Misc. nonrecyclables,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,1.113406877
Misc. nonrecyclables,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,2.096402068
Misc. nonrecyclables,EOL,Landfilling,Blue water consumption,kg,78.62329956
Misc. nonrecyclables,EOL,Landfilling,Blue water use,kg,18626.95116
Misc. nonrecyclables,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-176.3912247
Misc. nonrecyclables,EOL,Landfilling,Total freshwater use,kg,20430.23678
Misc. nonrecyclables,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,0.04132702
Misc. nonrecyclables,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,0.020202693
Misc. nonrecyclables,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,0.027473264
Misc. nonrecyclables,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,14716.83976
Misc. nonrecyclables,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,13716.03497
Misc. nonrecyclables,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,13003.31989
Misc. nonrecyclables,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,12114.06742
Misc. nonrecyclables,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,1713.519875
Misc. nonrecyclables,Production,Production,Primary energy from renewable resources (net cal. value),MJ,1601.967541
